1,mal gula dekho
2,Gixxer vai ki obostha
1,Bangal shala Aste aste kotha bol Hironchi Amnei to murkho abr jas banga kotha tan dia bolte Normal bhabe sudho bhabe bola sikh murkho kunan kar Ato pud mare tomare manus tao sikha hou na Pud onk boro tmr chodna Abal
1,A7 foglight Discount koira joto bolsen tar theke 200 taka kome kinsi batpari bebosha bad den
1,Vedio ta pura daklam.. Valo lagllo kintu sob kisur dam basi bolsa ai dokan dar.. Amivedio ta 3 bar dakcce.... Dam basi ci onek basi. .... So ai dokan a jawar kono mana hoy na sopon vii.... Onoo kono dokan ar vedio dan.. Ja khana dam kom pawa jaba.....
2,Dukan air nambar ta Dan nai aitar dam koto bolan
1,R15 ar CBR chara ki ar bike nai bangladesh a. ? Shala baler blog kire. Shob bike er tai dekhan na hole blog korar dorkar ki.??????
2,Vai amar bike er samner mata vangce..pawoa jabe?
2,Fog light price
1,Vai apne khaya daya kono kam paan na ? Saida Saida manusher dokane giya tarpor vlog banan samanno kisu like er ashaay....onno kaj koren kaje dibe ..
2,"Assalamu alaikum vaiya.amar home district Mymensingh sherpur,akta kotha bolte chai,ai video tar first a j horn ta bajano hoi tar nam ki,r ai horn tar price koto?ata ami ki kinte pari?plz vaiya amar khub eccha ai horn ta bike lagabo.plz vaiya janaben..."
2,Eto dam diya k kinbe
1,Ayre chudir Vai ১৫০ tkr jinish ৫০০ tk ।।।mader chode ra
2,Sob dam kom apnr jonnoi just to vai apni ki kisu kinlen na apnr honda r15v3 er jonnno
1,Shopon vai ar jonno kom rakte parben mane...onnno kew ki kom a nite parbo na
2,vai pulsar 150 patrol tanky er price koto
1,Shob gulai tih beshi beshi bole hala
2,Vai oi dokaner mob:number ta dile valo hoy
1,price besi... aikhane onek gula jinis ace jeigular dam aro kom...
2,Fog light single or double?
1,video mna hoy gaja khai banaica ...2 takar jinis k 10 tk bltaca ...tora toh daraj ar coto bai
2,Vi pop horn tar price koto
2,Bhaia action camerar chest mount hobe apnader kase
2,Vi police ar hran dakhano jaba ta hola akta vedio dan plz 
2,Versace re gucci banai dilo
1,Mandar pola #versace logo deya taw koy #gucci Dokandar ak sagol R oi halay to akta ram pada
2,Fahim ekta juta kinei fello r koto. And amr jonno ekta nis
2,tare balsilam nh eid shaping er bapare amra eikhan thaka kini olways
1,Toder dekhle Mone hoi corona ei deshe nai
2,Jordan version 6 lagbe naki ?
1,Fokinnir baccha. Jutar pise Table cloth kete lagay dise koy khandani juta
1,Shapon ak pagol
1,R oi jader vlog kora sobai pagolar dol
1,Shapon er putkite ekta chidro koira de
2,Spark 5 pro exchange kora jabe ki Samsung are sate
1,Chudna shopon
1,Bal er Blog kore
2,Vai desh ar baire ki deyar System ace?
2,Emon mama koi pawa jai bhai?? 
2,Vai. Aponar namber ta dan
1,Bhi dam base
1,ajibon free service .sagol akta
2,Shohan Bike aii salago behavior ato baje bolar moto nah amun akta vab niya thaka kisu ask korle 5 bar bole akbar ans kore vab daikha satha satha bar hoya aschi
2,vi cbr repsul 350 hoba
2,Bai r15 b3 blow ar dam koto ay ta Ki indonatian naki aktu bolben bai
2,Sopon vai ame apnar video proti tae dakar chasta kore khob bhalo hoi r amar akta car asa sata ame sal korta cai apnar maddoma apnar phone number ta dian ba amakao call korta paran 01712784241
2,vai ami akta pulser one disc nibo asy vai
2,ata kotai vai
1,Sob bike er dam basi Abal cara kew jbe nah ai dkn a
1,Hello gayesh amader majhe ekhn uposthit achen tanvir conu vai...
1,Shoe seller ra koto rokomer chapa marte pare bhai!! Salutee!!
1,"Acha,,,, ei so called nayok k.... Prottek video te eki outfit e dekhi ken?No offence and by the way acting ato fake chilo...amar brain suicide korse...ar amar chok duita ber kore dhuite hoise"
1,Vai intro ta pocondo hoilo na sorry vai apner video e vallage na
1,Kon celebrity jibonew nam shuninai juta porei nachanachi nd fight korebe inshallah kokhon kothay ki bolte hoy etaw janena
1,Jei part niye ber hoise vabsilm bike niye ber hbe trpr dekhlm cng te jacce
1,"just do it er notun collection , bada shutiye laal kore debo bara"
1,r Po phatha....
1,"J vab sab niye ber hoilen basa theke, vablm prado land cruiser daray ace .pore dekhii cng"
1,Torar video dekhle ujo nosto hoia jay re mone mone tore boka boki korte korte
0,Khub valo laglo big fan r o amn vdo chai
2,Bike nai hate glofs
1,Acting ta to kor bai tik moto emon fake expression tamil ager movie teo hoy na
1,Getup dekge vhabci bike nia ber hobe pore dkhi CNG.... Akn kmn dhoroner dhoka.
1,"Akta murkho,kotha sunlai buja jay,jibone school ar kace diya o hate nai."
1,Biker vab loia cng dia jaitase..sullu polapan
1,"aktar o mukhe mask nai , distance maintain er mai re bap koira diche ... faltu akta lok ai shapon halar puth halai.."
2,Desar bayre theke bd te juta order kore...... Puray hayssokor
1,vai apnar kotha mone hoi daikhha capitale dhuikkaii na vaii... age aktu aktu dhuktam but vai akhn oidike takaitai mon cai na
2,Dukan er lok ta sunglass natok er polash
1,Kn amder ki chulkaise nki j dildo shopon arr reference dibo
1,"Fokinni jokhon nayok Ei hala r hero alom same same, fokinnigiri video kore r mone kore desh er shob cheye kothin kaj ta korlo. Kor vai kor, tora na thakle bostir polapan kare follow korbo ko"
1,Purai 2number
1,"Accha ei bosti gula ashe kitha theke? Acting er maire hanga diya dise ,"
1,Jei vaab nise vabsi ninja chalaibo..pore dekhi cng koira jay
1,Ai superstar to kono shoes e nilo na abr koi sib nibo
1,plumber ra and electrician ra kaj korar somoy airokom 2 pash e loha lokkor jhulay jano sohoj e hat er kache sob peye jay. U KE KUB ECHMAT LAGCAY......oy din raat aita shuntei ai udvot loha lokkor nia ghurey.
1,Dressing sense bolte ekta jinish thake manusher moddhe apnr ta mone hoy pore gese kothao
1,Shob kisur e akta syestem thake unsystematic shob karjokrom.vara koira aina prochar ki oduvutt.j lokti juta kinse tar box adoow juta silo kina jati bujar oppekkhay.
2,Vai ID card kisher r pant er sathe oi potla r moddhe Ki
1,Kishob balsal juta kino tmra . Dekho ashol jutar review
1,a tor part dhekle mone hoy.tore juta kuila muja dia bairai....manda
2,"Dada aii shoe ghulo sob copy stock aii shoe tar nam yezzy atar price 21,999/-"
1,Ekhon bujchi Bangladesh er tiktokar ra emon badaimmma marka juta pay koi.... Koto Stylish juta raikkha esob badaimma juta bece..
1,Natok na sikhe natok korte asle abal xhudar khetab paoya jai. Toder moto abal raa ase YouTube ar Facebook take bosti baniye felse.
2,cholo bro ai juta pore cod kheli
1,Vai apne je vab nia ber hoisen mone hoise r15 ba cbr nia vlog korben but pore to jutar vlog korlen
1,Vai apner style dekhe Mone hoi byke e uthben.but ai saje j Jatra korte jaccen ta vabte pari nai
1,"Bokac*****a Aei dam a original Adidas maraite hobe nah bujli ,Amader akhane 400-500 taka diye arkom shoe pawa jai abal c***a jata abostah"
2,. assa shopon kon jutata nebo.
2,Mirpurer sobai emon ken?
2,Ei bedai gloves porse kn? R youtubing korar jonno id card jhulaite hoy bai?
2,"Nike r juta America, london export kore"
0,"Vai acting kinto valoi paren, ebar shammer dike chinta korte paren"
2,Amar prosno or Id card ta kisar r o amne hate kan??
2,Jutar dam 6500 shune actor ar gham sute gase
1,"Vai, okarone gloves pore kamlader moto ki bujhaite cao??!!"
1,Mane hath muja poira aise dalali korte desh tah dalal e bhora
1,fake acting ta abar ektu dekh xD
1,Tore ki andha hondiche nii salar vhi sala..
1,Arr koto gaile khaile lojja paiben??
0,"Vai tui nayok, tor hathar stail amak mukhdo kore diyese"
1,vai apndr mama vagna ra atlami onno level e niya gesen. purai desi bolod.
2,kon shoe ta niba?
1,apnara ato pump marte paren seta vDo ta na dekhle bujte partam na
1,Hala pagol re vai...pabna te aso bro...free treatment
1,Abal chuda sala..
1,Halay kon jaygar nayok re vai.ami to chini na
0,Vai apnar video ti onak valo lage
1,it's tukai khan blogs !
2,Her bong dekhle
1,Chagoler 7 8 number baccha...!
1,halay dekhi bike er gloves poira cng te choira jay
2,Made is Australia . Oh bhai muja maro.
1,"kahini hoitache je manushre etto vudai mone koiren na vai , America theke copy kinbe eirokom vudai ektau nei"
1,Vab ta amon nitasa.. kotha kara boro akjon celebrity ... English re inglis baniya falaysa .. bhai re bhai
2,Azimpur bus stand theke bus aa Kore ki mirpur 1 capital tower jawa Jai?
1,getup paltan vai..3rd class
1,Abal sate teke abal hoi geli
1,Juta gula diya tor r tor vaigna re chapar Moddhe bairaite partam mon ta shanti lagto...shala fokinnir pola
2,vai cng er mddhe lafalafi korar mane ki ??? karo jana thkle boila jayen plz ....
1,Apnader badam sunte sunte Amar jainga chire gese Ekhon notun 1 ta kinna diben
1,Vai tui ato boro hagol kn re bal deklei moodkharap hoye bay ..dhur
1,Togo moto abal dakhi niii
1,Don't mind bro bujlen apnar videor kono intro e vlo hoy nah
1,"amar jibone ai rokom abal ar dekhi naii,"
2,"Arehhh bhai, arehh bhai?"
1,Tor theke hero Alam onek better
2,are pagol Dubai agola 20 derham kore bace
2,Nike 2050 taka ha ha ha. Sob nokol.
1,Sopon ki rokom pagol. Halai. Dakkha khawyar aga e. Salai. Poira jai
1,"Ore nayok Na ase body, na ase look"
2,3 fifty kmne 3500 tk hoy 
1,Ai sala o naki nayok..bara ai video na dekle jantei partam na
1,Vai tor video kier liga amar samne ahe
2,Kothay acting kore
2,1500 takar juta 6500 bhai bah..
1,Sop thakay akta falto
1,Ma no neo spicker desh a abal er shonkha komano hok
1,Ganza khor gula
2,Funny man sajano natok
2,entro deikha mone hoilo kono sinemar hero i mean bangla sinemar hero
1,Tanvir kita mne ta kita kore cng chalai nhki jotar babsha kore Mne tr kaj ta ki honi aktu
2,Ami bajaj gari cai na apneka cai apu
2,Tara onek dam nei
2,prim bankea madamea ki vavi bank lon pabo
2,Amader India shudu 100000
1,Oi mathar chud espesal kichu... Motobar bolti hoi
2,Via ami nibo apnir phone nambir dan
2,vai ai baike taa ki pawa jabe ami nite chai plz janaben
2,vai motor bike ar mota chka & ring er akta vlog koren please
1,Tr ee video banaite koise k ?? Hala boka cho**
2,shopon viyea apnar nambar ta den
2,2 sec mane? Vaire vai eta ki chilo
2,Ami 18 inc.full set kinte cai .india assam manas national park ki babe anbo ami
0,"Thanks,kothay"
2,Vai apnar number ta den kotha bolbo kichu jiniser dam dor korbo
2,Bhai indian tyke kinte parbo naki
2,Dada vai india ty ay dj box gulo ki vaby anboo kisu. Jodi bolan ta holay kisu dj box nitay. Pari
2,Dada Ami box kenbo to tui nambar ta deyo
2,1 time sb kicu
1,Salar asole e abal sara kisu na dj box hoy naki ja dhakaise sob fullrange sub monitor audio console na jaina buijha nam bosaile e kaj hoy na sob gula video te e bapok poriman vul... Bangladesh a thako english r koio na banglay e video banau
2,Vai taka hobe not taga....
2,tega ta ekono thik hoilo na
2,M.9101583013 jbl dj box 18 inc set
2,DADA.APNADER.PHON.NAMBAR.DIBAN
2,Amit DJ new
2,amar sater ki6u problem a6a apnake aktu help korte hoba
2,apnar ph nambar ta khub dorkar dada
2,hi dada
2,SeeR mal koto porbe vaiya
2,Pakari dam koto
1,sob Bangladesh gadha dol
1,baler dj bokachoda
1,Sab duplicate copies product
2,Dada ETA kotha number Pathak
1,Murokkhor jaath eta re ki vlog bole re
2,Ar emne acting korar dorkar ki
2,Manush toh bolod na
2,Vai apni jai prince cot porcen amr projon
1,"Tui age tor genji ta change kore, tarpor detol dia gosol kor, underwear change kor.... tarpor blazer er kotha bhab.ar tor id ta golay por. Asshole"
1,Kamla gula Dhakay aisha ki shuru korlo
1,beautiful frnds tor bhoda dia bhoira dimu vaag sala vlog off kor loja nai manush ato kisu koya?
1,"Bhai eibhabe toh blazer porey na, bach shesh"
1,nije kinun oporke hadia din
1,Ore Ekta salesmen er job den kew
2,Vai apni taka ke taga bolen keno?
2,Ei lok ta mask pore na kno?
1,Shala Boloder baccha blazer porte hoi kmn oitao jane na
0,Er shob porboi special
2,ar amra koto khujlam
2,Bhai id card ta kiser ?
1,"Vav choda...w, kintey galey 3400so hmm"
1,Tui ki manosik vabe osustho bol to. Hala sagol no 6
1,Prince cot ki abal soda?
1,Bolod halay suit o porte jane na kmne porte hoy.. vai tore vlog a manay nah..
1,Vai ai t-shirt poira koyta vlog korsen??? Ami toh ak T-shirt ei apnere proti din dehi...gosol koren na naki?
1,Vai tor genji ki ai aktai? Ar nai?
2,vdo te ato noise kno bro
2,Vhi chest 44 size hoba nake
2,vaiya ami cai apni badda notunbazar cambrian college er sathe asen offer cholche
2,AStechi babu vai.
2,vai apni ki ei gola kore khan
1,Ktha koite parena abar dolog kre 1500teka
2,chol kini
1,Banglal ar blazer porar style ki.. Oyta o pare na
2,ak kotha bar bar jigay
2,Bro. Apnr id card ta kiser bro....jati jante chai
1,what is king coat vaya Ar banijjo melar mayre bap
1,Ture.dkte pura abal.er moto lage hala
1,"Kala bangla ar bacca,"
1,halar poth mask koy tur
1,Halar put ki dokan e gia ei natok gula na korle pare na?
1,Md Faisal Ali valo kore dekh tor dukaner sathe market
1,Halare dhakai dhukte dise ke
1,Dress up dekhe boja jai tui kon desher animal
1,Abal coda re
1,Hlw bondhura bokchode
1,Sauuar po tor nunu kete dibo 
1,Banglar khankir pola bosti re age kotha bolte sikh
2,bhai apni onk funny 
1,Tor gusti chudi
1,tore chudi motherchod
1,baal blog kore uni
1,pasa boro tmr
2,vlog dekhe mone hy kede dibo ami
2,Vai dam kemon?
1,"Boxar dam onak basi caisa Ai boxar dam 10 Hagar,porai falto dam cai sa"
1,Murkher dol 24kt gold dekhsos jibono? Abr kos plated
2,Bhai Hns A Giyeschilam . Allion 2016 G Pckg Without Led Headlights(Halogen Headlights) Er Price 27-28 Lakh Taka Hoyer Kotha . Kintu Ora 23 Lakhs Bolse .
2,honda civic car niya akta video koriyen vai
0,"Awsome to bro...... Mercedes, rolls Royce, range rover aro expensive car er video bananor try koiro"
2,you should do some research before doing videos of the cars. Too funny :D
2,Vaiy agolo ki brand new naki recommendation?
2,One car for take kom for golsan car show room
2,toyota crawn er dam eto age jantam na...
0,Good job sir
2,dekhe mone hocche purano gari..brand new na
2,Acha vhai hns automobiles er ki loan facilities ache
2,vi brand new car kothay paua jaba ata nea akta video banan...plz..
2,"On top of the engine it’s written 2000cc how on Earth is the car 1300cc, the engine is replaced and it’s 2000cc"
2,2003 er model hisabe dam ta ekto besi hoo gece...!! 8 hole perfect cilo. try kortam newar jonno...!!
2,"Vaia,ai garir moddhe extra sunroof lagano jabe?"
0,whatta vloggg mannn
0,Good  car 
2,Vaiya Mazda rx8  er full review chai bro plz
2,"Shapon Khan , this ia a car . Not a motorcycle ."
2,Is it available now?
0,Best vlog vai 
2,Rx8 Price at
2,Piston engine??
2,engine toh stock na. change kore 3sge beams engine lagano
0,Price is good wait ing in future
0,nice car
2,Engine ki turbo?
0,Thx bro in future itsbmy dream
2,Ei gari gular parts ki available in Bangladesh?
2,Vai car tar full review chai
2,Engine ki rotary engine??
2,6theka 8lakh tk aishob gari
2,Dui hero alom ke dekhlam  vlo e lagce
2,jader diya apni marketing korar try korlen
0,Sei collection
0,nyc vai
0,Khobi quality shomporno
2,Vai apnar kase quality sara kono shoes thakle bolen
0,He khubhi quality shomponno
0,Nice video vai
0,alom bro and shapon bro nice Combination apnara chaila subscribe korta paren 
2,Kire shoopnil mama koi??
2,price onek base
2,Vai full hata T-Shirt ar videon den plz
2,Jeans jacket niye review koren
2,Price anek besi chay..
2,vai new show niya video banan...plazz
0,Tnq vaia tumar shob gola video ami dakhi
2,courier a newa jbe emn kono video den please
2,Dam beshi chaise.!!
2,Reket khelar light khotha theka kinbo
2,Viya 2in one jacket ar video koren akta
2,vay onak dam
2,vai apnar basa koi
2,Ami kenbo
1,Re bangal u kinta parbe n
1,Pagol a paisay ..... Onak dam bolthysay
2,Pakhir bachha nia video ta den please
0,Tnq vaia tumar shob gola video ami dakhi
0,Vai apnar suruta dekhle hasi thamano jaina....
1,Shapon khan blog er nam bolben tyla free te goru dia diba
2,Bhai Goru gular dam to onek beshi
2,"Dada plz, apnar no ta den na"
2,Salam walekum sapon bhai
2,vaia goru kinco ?
2,Apna no ta den plz 
2,DSLR camera kinbo Canon EOS 800 d ar price
2,Vhai fast comment korlam
2,Vai ambagichai akta vlog Koran please vai
2,Tumi to beta sound ta copy korso 15 minits theke
0,Fahim vaiya apnar moto iphone 12 pro max amaro hobe inshallah
2,vaiya acer nitro 5 laptop ta video editing ar jonno ki valo hoba ?
2,coi-7 nki core i7???
2,Bhai so laptop totally cost ki 1.5 lac...??? Ar ay laptop ta ki amader deshay ki able able
2,Vai background music er name ta ki??
2,Apnr ta koto inch?
2,Vai ktm Duke 125 nia akta vlog koran na please
2,Vaia apnar desktop ta kothay..?
0,Vary nice video.......
2,Accha apni na akta pc build korlen koyak mash age seta gelo koi
2,vai tomar room setup tour vidoe den
2,vi shapon khan apna pc vlogs koran
2,Apnar Pc ta koi vaia??
0,Tnx Sapon khan bro..iam your big fan
2,apnar pc kotay
2,Shapon Khan Vlogs
0,ooooyyyhooyy brroo!! great blog
0,Love your video sylhet amar vari
1,200 tk r panjabi 300 tk ..Tao abr discount
2,Via please cycle niea video koren please
2,vaiya apnader kace ki indine kurta ache?
2,"Eid t shirt, shirt,pant nia vidio den plc.."
2,Vai stylis panjabir ekta video banan
2,J panjabi navin vlogs e 500tk bolse ekhne 1200/- discount 900/- taka...haire allah
1,Joto sob faltu design
2,Valo maner pant dakhte chai
2,"1st ar panjabi ta 1000 bolca oi lok ke pagol hoica naki oi panjabi ga a holud a use kora oi gula 250,300 ar moddha hole dhaka city ta paoa jai"
2,Vi apnaer basay ki jatrabari are jatrabari koi please please please bolben
1,Ato bok bok koren ka vai
1,Bhai flex nh mare bicchi boro kor tr bicchir karone ture sobay cekha dey
1,Ami r tmi mile hye jabe dancing car
2,Ei Uber e to ami whole life kataite raji
2,Spiderman dekhbo Cinema Theater e niye jaben sir?
2,Please amake ektu Rajbari diye asen....
2,Topfan hoye gelam tao tmr mon pelam naa
2,Amaky pat khyaty nia jaw
2,Amr janta kemon ache
2,Ai side please  dekhi dekhi aktu cmt porte ashchi aktu porei chole jabo
2,Coffee khawa sesh hole pick korte esho I'm waiting
0,ore laddu sona
2,Hmm bhai Dhanmondi Jabo
2,Tumar cha ar cup hote chai ami
2,Mama purai chill
0,Big Fan bhai big fan ride chai akta
0,Kache aso Jaan
2,Wait ami ashtesi
2,Fire service  o tmr agun nivate parbe na
2,Oho.... Tumi je cup e mukh lagau oi cup er dam bere jay
2,Jhogra mitanor Jonno public post korar Ki ase ..call Kore sorry bollei to hoito!
2,Ubar e Ami vabsi apni CNG Nia ashben apni Dekhi gari e Nia ashlen
2,A-mal  sona tah ki khacche amk chara
2,atokhn lage kn location track korte?
2,Delivery charge koto?40taka naki
2,hello uber wala bhai kothy apni r koto dur?
0,Etto shundor Kno tmi
1,Cumu ta kape na dia amr gale daoa jaito na?
2,Helmet chara driver
