Label,Comments
1,"Tmi akta pis salman bro, Are tomar moto lok der akmatro Bangladesh a e pawa jabe"
0,Apnar kno post manei reply dekha jabe... Khub valo lage bepar ta Onnoder je vab
0,Ufffffffffff ajkw deki sobaike reply deya hosse
2,Tumi je evabe amar comment gula ignore Koro amar tw Tomake Niye onek insecure feel hoy
2,Dada winter collection koi
2,Shobai Tomar savage reply Pete chay  ar Ami tomake
2,Tmi r kwre reply diona
0,Salman Paa gula kotto cute tmr
2,Vai.... Apni ekta normal pic dileo ha ha ashe..
0,"Areh babu tumi keno eto meyeder sathe thako jano na amr jealous feel hoi?,tumi shudu amr"
2,Porte bosho
2,Shob cheye binodon paoar moto jinish holo salman er post er comment gula pora
2,"Apnar bujha lagbe na ei rich manush der Bai, apnr kaj khali post kora ja bujhar Amra bujhe nibo, ejonnoi to apnake Ami follow kortesi so chill"
2,Ader ato taka keno
0,Tumi onek cute
2,Tmi mia amr elakai gela amk ekbaro bolla na
0,Amar jaan tah k sobai sob kisu bole dilo akhon ami ki bolbo
1,Maiya gula comment refly den Amrare dekan na bhai
2,Jaan tmi sob somoy half pant poro at least amr jnnw tw full pant porte paro!
2,Kire ajke dekha korish
2,Who is this Poo? kawre chini na!
1,Er problem ta ki every friday er pic daoa laga kano....er purpose ta asola ki..
2,Toh ami ki korbo
2,Sukna badam
2,r aktu boro korte hobe
0,Tnr ai hotness a ami pagol
2,Samsung s21 ultra naki
2,Tomar oita ki phn bby??
0,Top Fan banai Dila Sona
1,Ei Dress er sathe juta ta manacche na
2,choto khato vumikompo hoye gelo vitore
2,Ki phn used kore..?
0,O fariya tomar chobi te jolse hiriya
0,Big fan apu
2,aaj pasha khelbo re shem
0,Uff baby darun cute tmi
2,Akhn o jim ta balo kaje asa nai arakto korta hbe
2,Bby Tumio filter use koro
0,Phn ta khub sundor
1,Kaj kam nay photo upload sara....
0,Tmk khub care krb
1,joto ajgubi marka song
1,Ulongo dance dekhi na re Vai bar bar ato link deyar ki ace
2,Apu tomar sathe ekta kotha ache please inbox me...
2,Areeeh Zawad nakii
0,Pure jamai look
0,ki lagse dada
2,Jamai jamai vab kintu bou er ovab
0,Jamai jamai lagche bhaijaan!
2,boyosh hoile biye ta kore e fel
0,Rup er agun berei jacche din din . Kahini ki ?
0,Caption ta kintu shei bhaya.
1,Hsc ki uniform chara diba?
2,Pose tao amar..even sunglass tao amar..
2,jah beta tor haat e phone ar samir er phone onno karo pocket e pose same na jah. XDXDXD
2,Bhai r gari toh...
0,dost shai hoise !
2,ki jani missing
2,Ufff neta ekhon Savar e
0,Mashaallah vai amr
2,video chaiira amr rater gum haram korcen
1,Rate ogulo dekhate ney Singles er dreams
0,apni Bangladesh a ki kren ??apnar to Hollywood a thakar ktha ..
2,ei video r caption e good night lekhar karon ki apa?
0,Apnk Sari te onk awsm lage apu
1,Sound barano ar komano DJ amio korte pari
1,DJ Shadow Dubai er kach theke kichuta course neya uchit
0,Thanks for the choto choto sacrifices
2,Life mane ay gula noy
2,na boro boro practice e mone hochhe
0,Apo tumar sop kiso valo lage amar
2,Appu Apne airo video deyan
1,Dj Music teke sonicar lolipop dance ta valo lage
2,aija aita hocce DJ sonica
2,31st night e ata anio
0,tomar jabot sera looks and perform Love you
0,Ufff soni tmr jei drops
1,Hmmm akdom pagla DJ fans
1,uni actually ki bajache ata jante Chaoa amr Mon
2,aikhane ay chill kori
2,ore boking diya rakhis ore e lagbo
0,Music niya kono comment nai..joss music...thanks
1,Tshirts er color r skin color same Ami toh voy e paisilam eita ki pore Dekhi tshirt
2,First a vul bujcilam opps
2,Opi vabci tumi
2,Ay jim e borti hobo maje maje natok dakte valoi lagbe
1,Jony sins er sthe dekha koiro..shikhay diba na beyamm. Kare koy
2,Kichu komu na
2,Same style e try krbo
0,Joos celo... Next episode wating
0,Kub Bala lagsey jokon Sylheti akta bhai Ai Natok A added 
0,Amader sylhet ar kotha gula sei hoise valoi lagse 
2,Sudhu shamim Vai r sarika apir natok lagbe
0,Part 2 ar theke onk valo silo part 01
0,Onk mojar akta natok
0,Xoss natok
0,Onk soudhor hoyca
0,khub sundor natok
0,Just oshadharon.
0,Onk valo lagce shotti.....
0,osthir akta natok
0,Ai natok ta best chilo
0,Sotti osadaron natok.
0,Natok ta darun silo vai
0,Valo natok ta sai
2,Nisho vi hole valo manato
1,Ayhay Bangladesh we DJ Der ki EKTA obostha.
0,Apu tumar sathe kaj sikte eccha korche kub
2,Assalamualaikumapu ami apnar blofg er asistaehishabe kaj korthe chai. Ple call me Noman Nahin fb.. Love you apu 
2,"So sed Apiii,,, Tmi tmr dj mixing full Video dilana "
2,Bangla bolen vlo lagbe apu
2,Apu tmr moto DJ hoite cai...help me plz
0,Fitness e ektu kheyal rakhen.....aro age jan....country ke represent koren....dowa roilo
1,Sob e bojlam kintu a remix gule to onno dj der kora to onar kim ki a khane 
0,Dj sonica good english bolta para
2,O babu ra
1,Dj sonica asholei mey??
1,Vai ato khai keno???????
1,Try to original... Vuya jinis dekhar time nai... Haat narailei dj hoy na... Try to real mixing...
1,Cue deiya kih played hoy Jan tam nah to hahaha
1,Aita 2decks eo kora jeto
0,R akto hit dj korle aro valo lagbe.but onk valo dj koro tmi
0,"Bhallage this song Bhallage , rap valo chilo .ones more new song."
0,Solid gaan ta.... Love from Kolkata
0,Hey....josss hoisa . Good work dude..
0,osthir song r dj sonica 
1,haters barailen ar kisue na.
0,vai gaan ta te sonica apu ra sai lagce
0,joss akta song
0,Bhai female singer ta k??? Omg im in love with her voice
0,vaiya....tomake.... onk sweet... lagtese
0,Tawhid Afridi bro sai hoise. Love you boss.
2,Future er kotha koiya hat dorli re vai
0,Tmk onk sundor lagce.
0,dj afridir pashe... just waw....
2,Tawhid have one last thing to say Amar Babar taka sini Bini kora
2,Akdin Amader Kolkatay aso plzzzzzzzzzz
0,Sonika apur ktha shune onk good person mone holo
1,Dud ar size 38
1,Bbez oi gula eto bor holo kivabe
1,Ato boro
1,- 1st e porchilam pant khule cudle
1,Caption Dekhe mone hoi condom ?
1,"Aksomoy er balo laga cili ,,, Akon tui cutmarani"
1,Ai mohila tui ki hindu hoia geli. Tor Nam ta change kore kali ba durga rakh.
1,Tmr tolay bici july
1,Vai tor hat duita dhori sunerah re jeno kheye dis na
1,Dada aisb sexual frustrated Meye der niye kichu bolo.. Tomar pa dekhei horney hoye jachheeeeee..
2,Babu tomi half pant prso kno thanda lege jabe tohar meyeder theke dhure thakba bojso
2,sobai boloto meye 2 tar sathe salman er mill kothai
1,Salman er pent pora niye ekhne kisu meyeder prblm hocche..... Ora ekekta baincod maiya
2,Half pant charo full pant a aso
2,Eto manusher vireo amr chokh tomar dikei age porse
2,Babu sobai full pent ..tmi half pent kn
2,"Our Bangladeshi ""Kardashian"" family though!"
1,Lot of saytan doing their reunion
1,Tomader sex koi? Max* Mask*
2,Where is Tmr besty eikhne ar tmi kothai ha? Chi chi lojja kre nah
2,Shobi to thik ase jan tmi keno always half pent kno pro janamro to mnechy tmk full pent poray dkhte
1,Maiya go modde Tor Kam ki
1,Salman jaan tmdr sex vdo gula dio to ami na ekhono dekhi nai
1,Manus er ex r koto khaiba vhaiya
1,rafsan er girlfriend takeu khaiya dila
1,Ek dofa agei hoye geche taile Khelcos amareo bolti t5 kheltam 3 tare niya
1,U me k reply na dile istg ur biya hoito na
1,Akta meya 3 ta kore
1,Aikhne sobr thka tmrei agun lagtace beshi bebs
1,Half pant porso keen thanda lgbe to baaal
1,caca ogure cudlam na
1,Tui ai des ar sop thakay kharp mohila ato baja
1,Oma hete dehi purai agun
1,Tmr figure ta korah
1,Kala pasar misti potita deser mukh ujjol korse
1,Natural beauty ta nosto hoy e gece moida akto kom delaito hoto.makeup ta natural beauty k nesto kore dece
2,Tie er length koma
2,Sahim re copy korse
2,nayok patla khan
1,xxx video dey
1,Bosti e lage tore
1,choto choto dress-choto choto practice--
1,Kisher choto Boro ei to ase
1,Coto coto practice saty coto coto pant patla t shirt valoi lagtace
1,Aro beshi beshi dulaite hobe to
2,afa apner dori jhule
2,ami jar jonno dekc tui ki oitar jonno ee dekcot ?
1,Eta kono mixing holo tauba tauba
1,Boro boro bbs Niye choto choto practice manay na apu
1,Are tome hoba na onek warning deci..
1,mama aita naki chota chota
1,bra kinar taka nai naki?
1,Onder one porle aro sondor lagtho
1,Hat ettto kalo kn apu
1,KE JENO TOR VABIRE LAGAICHE OH NO
1,Sakib khan cini he is khet
1,Wowwww what a chutmarani
1,10.10 sec kotha ta shai chilo.... bashai thuiya dila pakbo.... ora batpar.....
1,Deyshe vangri maller to wavab nai ata abare kon vangri
1,Faltu ...gaja kur mehy ...
1,apu bam side theke 2nd jooke tato 1st e off chilo taholw apni ki baraesen
1,with respect?  wahmen...who respects you?
2,vai ami natok korta chai
2,osthir planing kanden vai apne kanden
1,bou naika hoile bhabir ki dorkar
0,Jio kaka mosaref vai.... Jio... Mon vore gelo...
0,Boss er dialogue gulo best chilo..
0,Onak mojar akta natok chilo????
0,Vlo lagche vai
2,eta kon gym centre.. adress ta ektu kindly janaben
2,Jodi Bangladesh er kono college ba university students der questions kora hoy je tomra kno Bangladesh er movie gula dekho na tokhon tara bole je actors gula physically fit na and tader dance vlo na..kintu nusrat akhon vlo kortese ta niyao manuser koto problem..koto baje montobbo... aponi vlo cokhe video gulo dekhun aponer kase vlo lagbe...r Bangladeshi actor der apprised korun tahole ora vlo kisu korte parbe.
2,Ai gym ta kothay? Nam ki plz bolen
1,dj Disk jockey dj  Dudher Jala
1,Bangla kotha bola shiko
1,Kolkata te thakte thakte oder moto Kotha bole hahahaha pagol
1,"Nusrat apu tumi balo and apu tumi balo balo movie koro na karap karap cen cen koro and coto coto derig poro, tumi karap karap"""
2,By the way or voice ta ki arokom
2,I also want to be an actress..amar jonno dua korben
1,Faltu bayadop osobvo nillojjo
1,Nak bajay kotha bole kno faria? Biroktikor
1,"Maky voice Kolkata k follow kore try kore jacche ktha blr,or original voice to emn na"
0,Tumi bhai bibhajon korte bhalobaso u grow up to be an anchor
1,Oslil meye Nusrat fariya
1,Eitare keno je heroin banaice... Aktuo vlo lage na
1,Otirikto fake accent silo eta..
1,Tar mane offer ta futae tular jonno....khola mela ki nude hoata jhamela hobena r ki ???
0,Pryianka Chopra R deepika padukone er che o 10x sundor
2,Aytoh consistent ki kore? Channel hack hoye gyachhe naki?
0,Wow kiran da tumi onk talented . onk onk vlobasa roilo bangladesh theke ????????
0,Last seen Tanvir Evan vai ar gaan gula vlo laglo ?? Ar ha apnar vlog o vlo'e laglo ??
0,Onk beshi bhalo legese vlog ta erokom vlog aro chai Take love
0,Vlog ee seser surprise ta sundor chilo
0,Oshadharon video bhaieya.....Onek opekhhay r por ey vlog dekhe vhalo laglo...
0,Piran Vai er ganer part ta beshi valo chilo
0,Onek opekkha r por video ta pelam.vaiya r video sb dekha hoi.but Chittagong er manush hoye nijer manush r nijeder jaigai.aro beshi enjoy korlam.dipto vaiya abr ashien amader shohore. Btw thanks for Coming.
0,Puro video tar modhe akmatro last a j Dada gaan ta gailen...mon chuye galo.. ashadharon bhai...love from kolkata ????. Dipto ashadharon video..????
2,CRB HILL e jawa uchit chilo apnder oita khub shundor jayga ?? r eto kom volg up.... din kno ??valo lge na to ...??
0,Nice sharing... Onek valo laglo ??
2,Ami India thaki..... Bangladesh jawar echhe ta tomar video dekhe onek high hoea geche. ??
0,Vaiya tomar kono volog miss kori sob dakhi ... love you vaiya ?
0,Apnara kub moja koren sobai mile amar kub valo lage dekthe ????
2,Eider vlog diben baiya ??
0,Alhamdulillah wait korar por dekha pelam 2nd day vlog thank you dipto bhaiya??
0,Vaiya tomar video ar starting Atto vlo hoi... Starting ta ami onkk bar dhekhi.... Have a safe travelling moments ????
0,Intro wasssss toooooo gooddddd first ei onk valo lagse. Really video ta onkk sundor chilooo Akhn abar next vlog er opekkha
2,Vaia ai tour tar name deyar drkr chilo all time dourer upor??????????
0,Alvi and ontora is best juti
2,Ekta desh tara ekta meye ke porjonto security dite pare na. R kichu lok abar etar moja nicche...bhaloi...
2,Dana kata pori????
1,LMAO ETHO MANUSH LIVE DEKTHE SE KINTU KAWYE ASHTHESE NA LOL…
1,Ovinetara jokon Real bole tokono mone hoy acting kortese hahahah
2,Pori Ami Tomar best friend chilam kinto akhon tak Bo na??????
1,Akta meye ke security dite parche na eta kmn desh kmn lok jon bapre
2,Anari Puri ful I love you Puri
2,karo kono posak nai
0,Ami tumi jan
0,Bhai apnara eshob video keno den? Eta tar personal life. Etar sathe tar crime kono bhabei related na
1,Ki hoylo eta!!????. Jatra pala r mtw nache porimoni . ????
2,"Vai, background music e ja chilo seidai to video r main akorshon! Heidarei bad dilen! Hoilo kichu?"
1,professional beessa
1,amr bisshas pori manosik rugi..R baktitto bole kicchu nai...
1,Ai amdr bcs cader er character? Wak thu emon sontan er maa babar mukhe.
2,15 minute lagaise...
1,Dhakar vitor kono hotel asa jekhana sex sirvice kora jaba? Kew janla janan plz. Ja janata parba tar jonno 1 bar free.
1,1ta meye friend sai j moja dety parby
1,Apu Tomar hijab pora ta Amar khub Bhalo lage but sorry to say that Tumi Tomar biyer por theke hijab parar way ta change kore felso Tumi just one side cover koro r ek side khali thake plz mind koro na but bepar ta khub kharap lage
1,Ai candy ta porai baje
1,Apu apnk valo lage.but apner hijab porar style ta valo lage na...ashai Kori apni ta thik korban ....
2,Apu tumi age j kno bolo na tahole tomar sathe dekha hoto age aktu janay jaio kothay o gele tomar sathe meet korar khub ichha
2,apu gumanue age Sylhet ar video deklam tumar
2,"Apu please amar comment er reply koren,ami ei comment screenshot diye amar friend der dekhate chai, ami je famous"
0,Misty apu ta.
2,Apnar voice chang hoise hoise lagtese! Naki amar kane shomossha.
1,Hijab bad dao
2,Agun baade sob e khaisi
0,Wow apu very nice
2,Apu tme ki osustho?? Voice ta Change lagteca.....
1,Eitoko pan khaite paro na amare niya jaite review deyar jonno
2,gum lactase na tumake jigged Korea Jonno amon o ki syt aso na chole geso.
0,"First time comment korlam, khub valo lage apu tmder video gulo , but apu camera ta aktu thik kore kindly dhorben apnader chok gulo bar bar kata pore jache"
2,tumar ide te nock dilam oikane msg kora jay na youtube dite Saudi bablam kobe dekbe ar ki delve na tai ay kane ase bollam.
2,jodi syt tako ami deka korbo apu tumar sate
2,Seriously pan r review
1,Khaite khaite to motka hoitasen
0,"Pan er moto jama pore pan khete giyeche faiza apu Mashallah, sundor lagche tmk tmi bar bar puran Dhaka aso but amr sathe tmr dekha mele na ken kobe j tmr sathe dekhar shujog hobe in sha allah kono ekdin"
2,Ami tryy korbo.. Er age tomar just jelly try korchi tetul flavour ta awesome chilooo
0,Maashallah khuve e shondor.
0,First review korce Rj zibraan
2,Hi api hajab ki vabe koro
0,Pan er colour er satha match kora dressyou are so jossss apu
0,Apu ajke paan er review dicchen tai paan er colour er kameez o porsen Anyway looking beautiful like always
0,"Apu tomar video gula amr khuv Valo lage,r hijab porsta amr khuv Valo lage. Tomk khuv sundor lagtece"
1,Duniar moshla dia Paner moja tai nosto koira dice
2,Dress ta kotha thke nicen?
2,amake akhane nia jaio.coz i am paan lover.
2,Pan sobar eto pochondo kno ?
2,"Apur Voice kmn Jani, Mone hcche change hoye gese!"
2,Apur khawa dawa dakhe amaro khuda lage jay
2,apu tumi pan khaw
0,Apu. Nice hoice khuv. Onk onk valo lagce. All the best. Amr kicu interior design er review dite parben. Thxs
2,Apnk ato bar mention disi Apo... apni 1baro Ans dan ny Favourite artists a
2,apu Gazipur er akta food review cai
1,amare khawa tui... Ami kichu jani nah... Atokichu korlam..aita korlam na ken??
2,Apu tmk ato vlo laga Kno?
1,Tora holi chesra youtobar
2,Areeh amar elaka
1,Apnar ki sobsomy khuda lege thake apu?
2,apur voice change hoyeche naki voice ta kemon jen lagtece
1,Ai hijab pore lab ta ki
1,Buk dhekiye hezab pora ki lav Holo ar theke hezab ta na porlai hoto buk dhekaita parla chul taw dhekan sudu sudu hezab ar opoman koren keno ...sob kicui thik asea but hezab porla Valo kora poren bujcen Lok dhekano style deta giye hezab ar opoman koirn na
2,bismillah chap khauar por ei sei bou jamai pan jetar vag tmk ami deini
0,"Appo tmi khob sonddor,,tmr katha gola o"
1,... tor pan chocolate toke deachilam na....kmn chilo..!!??
0,Apu paan khaiya porai tak lagaicho... Onak moja pailam
0,Apnake onk valo lage apu
2,apu gorib manus der pashe daran
2,Pran had a pan masala Toffee jeta ei thke better
1,kiree tor pinik chocolate oidin je khaoyaili
1,Hijab jahatu poro apu properly poro...bcz akon javabe poro aita hijab k opoman kora hoy...
2,apu pansir doi ta must be try korba
2,Syl shohor etto olpo shomoy niye ghure dekha possible na apu.... Oneeeek tym niye ashben ... Amader syl onek onek shundor.. R eta kintu thik Na syl e manush shudhho onek bhalo bolte pare.. dui ekjon diye syl k judge koirenna... Hope apnader syl onek bhalo legeche....
0,Apnar ato interest niye khawa deklei khida lege jai...
0,Amar kache pach vai khabar valo laghce
2,apu suwa jaben varudkanay
1,2 ta tei gace but pansi khabar er man vlo na r dam o onk base.
2,Kobe asle apu janle meet kortam
1,Darling tumara dakla amni pat bora jai
1," Mama etake panipuri bole, ami eshe fuchka fuchka korle apnarai bolten ‘ Review to ditei janen na, at least dish er naam ta to jene nen ‘ Jak Entertainment er jonno dhonnobad"
2,eita khawaba ajk
1,"apnader ei video er jonno pani puri wala der onek problem hoyeche. Last day ami giyechilam almost 3.30 e giye dekhi ekjon o pani puri sell korchilo na, then ekjon ke ask korlam bollo je police eshe bondho kore diye gece!! Pore ei dokan er ekjon mama ke pelam uni bollo khudalagche ki jano naam video koreche oitar shutre ajke unader sokal theke sob off kore rekhechilo. Ami total bapar ta ar jante pari nai! Parle ektu jene dekhben! Apnar eisob blog e apnara onek tk income kore felen but jara din ane din khay tader jodi apnader eitar jonno problem hoy at least age ask kore niben please. Coz tader income korte onek kosto hoy. Please don’t take me wrong ami jei seen ta dekhechi oitar upor ei bolechi!"
1,Hagu dete gele o ki Naga hagu bahir hobbe
1,tsc te resort nai bole finally food review ashche maybe
1,Though I like ur vdos...but this time u should not do this vdo..u have no idea how many people gonna gather there after watching it..hudai hype create kore luv ki ...campus area ki vlog korar place Mone hoise apnr kase..... disappointing
2,9 tai blee 8:56 e up dye dche
0,Ay Mama pani puri asole ey best fst khawar por ato moja lghse 2nd time abar khelam asole ey best
1,"Hijab porle jodi buk e dekha jay, sei hijab porar dorkar nai.. Sobai akhon amake boka dibe.. But asob dekhle rag lage..."
1,Apu hijab mane porda kora.... R tumi toh ornai thik moto nao nai....hijab er somman rokkha koro..
1,"Hijab ta keno poren bolte paren? Vabte asole kharap lage, manuser ektu podonnoti holei, mental obonoti ta khub besi hoi. Apnio tader moddhei nijeke samil korche day by day"
0,Amder Dhaka city college er ta base moja
2,Apu Assalamualaikum apu emn street food er vedio dio
1,kalkeo to khailm onk mojar ki ache hene
1,Pani puri abr kiii Allah
1,Tumi je ki poriman cringewali apa
0,Apnar khawar expression dekhei amar mukhe pani chole ashtese apu
1,Kheye aschi apu but to be honest ar thke aro valo fucka 10 tk diye kheyechi. Apnar review dawar por fuchka mamar vaab e aladha
1,20 tk r cup vanilla ice cream kine 50tk r kit kat kine oi vanilla ice cream e valo kore chubani diben besh 100tk o lagbe nah ar onek er rath er ghum o nosto hobe nah
1,"950 takar cravings dorkar nai vai,er thk valo koyekta shari kine pore boshe thaki!manush o dekhlo nijer o ekta shanti lagbe,craving mitate gele mood off hoye jave keno khelam"
1,950taka ice-cream ata diye pizza Khabo Tumi khaw apu amr dekhi review lagbe nahh
1,Ato rate 950 takar ice cream kheye cravings jabe na apu ulta aro mathay ashbe ai 950 diya koto ki kinte partam
1,"Ei dhoro apu monthly 2/3lakh income thakle khaitam ekta ar ki, cravings o hoito, review o dite boltam."
1,950 taka diye akta icecream khaile sei rate amr ghum asbe naa
2,"Amra onk gorib as a student, 950 taka diye ice cream kina ta amder jonno shopner bepar"
1,Amar Zindegite 950tk deksi naaa ; r tumi oto tk di ice cream kaao Ohh noo
2,sry fr mentioning u here but I want to show u this....wanna tell u kine daw ata plz
2,I love kitkatkontu review chaina...amr eto tk nai..
2,takar ovabe cravings moira gelo
2,Eto dam ken
2,"Unimart, tikatuli akta Branch ache.."
2,Craving metate gele ojon metano hoye jay je
2,rater bela ki dakhaila apu
2,Kobe j borolox hobo
2,Eita kono kaj korla apu
2,Aj taka nei bole amra egula khete parina apu
2,Amra o gotokal gesi tmk to dekhlam na
1,"Jedin etto takar ice cream kine khaite parbo,sedin review chabo"
2,50tk hok dam to kine khabo..
1,cokh lagai disi pat kharap kobo...
2,First view kore charbo ajj
2,Vatiari mone hocche
0,Amr favourite jayga Vatiyari
1,val lagena r edr skip kori tau dekhi polapan like ba cmnt dia samna ana
1,Dhaka theke eshe ctg manus k suggest korche kothai ki khawa jai
1,eta best fried chicken? purai faltu dfc chicken
2,Gal gular jotno nio
2,Jhaal kheye kanna kore disilam bondhura
0,Shukiye gesen apu... U r looking more beautiful 2day
0,- bhaiya ami tmr hater's nh but akta ktha bhaiya tmk follow kori thik ase tmr story o dekhi 2 din dhore ai shirt ta pore aso....ghondho ber hoi toh please change
0,ajibon tmi amr kolijay thakba jannu..
2,Yoo yoo....frst haha react marchi Damn
1,ato sore chul pagi geche kn? naki kawa hagu diche?
2,jokoni porese nojor ami tu hoye gechi tur :') Honey I love you beshi beshi onkkk beshi please be amar
2,tumaka dekta KRISH ar father ortat sada shol wala hrittik laksa!!!
2,Mon kharap Thkle Salman Vaiar Post er cmnt ghula porte chole asi
2,Eto taratari bura hoye gelen
1,Kii Baya? Khub Pinik chole ?? Gf Patta deyna tai nijei lokjoner Gf howar sopno dkhtaso naki ? 
2,Tate ki tobu crush
0,Natok ta darun hoyece. Acting of mahi just awesome. Love her voice 
0,Last moment ta dekhar moto chilo
0,Oh sona go amar
1,Ashar somoy Podda satur pilar tay akta dhakka dia ashban
2,Been in Dhaka for a year have not been able to locate any night club lol
2,Adim kaler shob mix ai gula...
2,First dj gaan tar name ki ?
2,party ta koi hoicilo amio jabo amak nok deveyn
2,Give me everything tonight track ta kar
2,first track tar nam ki
2,ai place ta kothai please kaw adress ta bolben
2,apnar sate kota bolte chai
2,Acca. Club er location ta den to. Ami jbo
2,Ki holo den
1,Gay party
0,Asha kori natok ti valo hobe
2,Ata to agei dekhe felesi.
0,Khub valolaglo natokta
0,Mama super
2,Abe hala
0,Natok ta onek sondor
2,Ai natok ta onno akta chanel a dekheci
2,Sottiy sabbir r sanita soman na sabbir akto khato
0,Wow Natok Super Natok
2,Purono natak guloi abar notun kore diche
0,onek valo lagsa natok ta joto deksi
2,Payel apu apni kabila vaiyer sathe akta natok koren plz apu
0,Valo thako bondu
0,Onk valo akta natok
2,vaiya porer episode ta den na kno porer episode dekar jonno mon ta khb cacche
2,onek valo lagsa natok ta joto deksi
1,Sahim re copy korse
2,Hsc ki uniform chara diba
2,Pose tao amar..even sunglass tao amar..
2,jah beta tor haat e phone ar samir er phone onno karo pocket e pose same na jah XDXDXD
2,Bhai r gari toh
0,dost shai hoise 
0,shei lagtese
0,xoss mama
2,Sunglass credit amr T shirt credit amr Editing credit amr Tmk nayok bananor credit amr
